scaf_smi,frag_size
*=*1**2:*:*:*:*3:*:*(=*):*(:*:2:3)*1,14
*=*1:*:*(=*):*2:*(:*:1)=***=2,11
*1*=***12**=**=*2,10
*=*1***(=*)*2**=***21,12
**=**(=*)(=*)*(*)(*)*,10
*1***2(**1)***1=*(****1)*2,15
*=*1***2**(=*)**2*1,11
*=*1(=*)*=*2**=**2*2:*:*:*:*:*:21,15
*=*1**(=*)*2*3*****3**21,14
*1**2***12,6
***#***(=*)=*,8
*=*1****2*=***=*21,11
*****(=*)**(*)*(=*)=*,12
***(**(*)(=*)=*)*=*,10
***(=*)**(*)*****(*)=*,14
**(**(*)=*)**(*)(=*)*=*,12
*=*1*=**2**3***=**3*2*1=*,15
*1***2*(*1)***1***=****12,16
*1**2=*(*1)*1:*:*:*:*:*:1**2,13
*:*(:*)**1*****1,10
*=*1****2**3:*:*:*:*:*:3*21,14
*1**2*(*=*1)*1**1*21**1,12
*=*1**23*=****2****3*1=*,15
*.**1**=**1,7
*=*1***2**3**2(**=*3)*1,13
*1**2*=**1*21**1,9
*=*1*2=*(***2)*(=*)*2:*:*:*:*:21,14
***(**=*)*(=*)*(*)*,11
*******(=*)******,14
*1**2**3:*:*:*:*4:*:3*(*1)(**4)*2,15
*=*1***2:*:*3:*(:*:*:2*1)****3,15
*=*1**2**1*(=*)*1****21,13
*=*1(=*)**=**2:*:*3:*(:*:*:21)****3,16
**(*)**(**(=*)***=*)*(*)=*,15
***(*)*(=*)**(=*)=*,10
*1**2**1**1:*:*:*:*:*:12,12
*1*=**2*=**3:*:*:*:*:*:3*2*=*1,15
*=*1***2*=***=*21,10
*=*1*=***1=*1**=**1=*,12
****(=*)(=*)***,9
*=*1**(=*)*2:*1:*:*:*1:*:*:*:*:2:1,14
**(*)**(=*)***(*)=*,11
*=*1****2=*1**1=*(***1(=*)=*)*2,16
*=*1****2******2*1,13
*=*1**2:*(:*:*3:*:*:*:*:*:3:*:2=*)*=*1,16
*=*1*=*2****2*2*****21,14
*=*1(=*)*=***2=*1****2,12
*=*1(=*)***2:*:*:*:*:2*2:*:*:*:*:*:21,16
*=*1:*:*:*:*:*:1=*1**=**1,12
*=*1**2:*:*3:*:*:*:*:*:3:*:2*1=*,14
***(**=*)*=**(=*)=*,11
***(**)****(=*)=*,11
*=*1****(=*)*2***2**1,13
*=*1*2*****2**12**2,12
*=*1**2****2*(=*)*=*1,12
**1*****1*=*,9
*=*1*(=*)*2:*:*:*:*:*:2*1=*,12
*=*1***2:*1:*:*(=*):*1:*:*:*:*:*:2:1,15
****(*)*(=*)*=**,10
*=*1**2=*****2*2:*:*:*:*:21,14
*=**1:*:*:*:*:1,7
**(*)****(=*)***(*)=*,13
*=*1**(=*)*2(***3***(=*)*3*2)*1,16
*=*1***2(***2)*1,9
*=*1:*:*:*2:*(:*:1)**1****12,13
*=*1**2**1*1*2*(=*)**1=*,13
*=*1*2*****2*(=*)*12*****2,16
*:*:***(:*):*,7
*=*1*****12**1:*:*:*:*:*:1*2=*,16
*=*1***2=*****12,10
**(=*)**(=*)****(=*)=*,12
*=*1***2*1*=*1*****21,13
*=*1***=****=**2****21,15
*=*1*=**2=**3:*:*:*:*:*:3*(=*)*2=*1,16
*=*1**2*(**3:*:*:*:*:*:32)*1=*,14
**********(*)**(*)=*,15
*=*1****2(**2)*1,9
*=*1**2*=**=**3**3***2*1=*,16
*:*:*:*:**1******1,12
****(**(=*)*(*)**)*=*,13
*=*1****2*3*******(*3)*21,16
**(**(=*)*(*)*)*(*)=*,11
**(=*)*(**=*)*(*)(*)*,11
***(***(*)=*)*(*)=*,11
*=*1*=**2:*:*3:*:*:*:*:*:3:*:*:21,14
*=*1:*:*:*2:*(:*:*:*3:*:*:*:*:*:3:2):*:1,15
*=*1**(=*)*2:*:*:*3:*:*:*:*(:*:2:3)*1,15
*=***1****1,8
*=*1**2*(****23**3)*1=*,13
*1**2:*:*:*:*:2*1,8
*=*1***2***=**2*1,11
*1**2*3*1***3*1:*:*:*:*:*:12,14
*=*1****2:*:*:*:*:*:2*1=*,13
***(=*)=**,6
*****(****)**(*)**,14
*=*1**********1=*,13
*=*1**2****3*(*=**3=*)*2*1,15
*1***=**2:*:*:*:*:*:2**1,13
***=*1****1=*,9
*1*=**2*=**3**4**1*2*43,13
***=**(*)*,7
*=*1********1,10
*=*1**2(**2)*2:*:*3:*:*:*:*:*:3:*:*:21,16
*=*1*2***1*1*2***1(=*)=*,13
**(=*)***(=*)*(*)=**=*,12
*=*1**2**3(**3)**3****1*32,15
*=*1:*:*:*:*2:*:*:*3:*:*:*:*:*:3:*:1:2,15
*=*1**(=*)*2:*1:*:*(=*):*1:*:2***1,15
*=***1*****1,9
*1***2(**1)**1(****1)**=*2,15
**(*)**(=*)**(*)(=*)=*,11
***(**(*)*)*(=*)****(*)*,15
*=*1*=***2**3:*:*:*:*:*:3**21,15
*=*1**2**3***(*31)*2=*,12
*=**=*1**(=*)**1=*,10
*=*1**2***3*2**31,10
*******(*)**(*)*,12
*=*1*2=*(***2)*(=*)*2:*:*:*:*:*:21,15
****(=*)**#*,8
**(**=*)*#*,7
*=*1**(=*)*2*1*(=*)**2=*,12
****(=*)**(*=*)*(*)(*)*,13
*=*1*****(=*)****1,12
*=*1***2(****2=*)*=*1,12
*=*(=*)*=*1*=***=*1,10
***=**1:*:*:*:*:*:1*=*,12
*******=***=******,16
*=*1*=**(=*)*2:*1:*:*1:*:2***1,14
**(*)*(**=*)*(=*)***(*)=*,14
*=*1:*:*:*2:*3:*(:*:*:*:2:*:1)***3,14
*=*1***23**(*=*2)*=*13,11
*1**2**=**3***1*23,11
***************#*,16
*1**2***1*1:*:*:*:*:12,11
*=*1**2:*:*:*:*:*:2*12***=***2,16
*=*1**2**(=*)*2*1,9
**(*)**(=*)**(=*)***=*,13
*1***2=*(*1)*=**2=*1*=**=*1,14
*=*1**2*=**3(****=*3)**2*=*1,16
*=**(=*)*:*:*:*:*,9
*=*1**2**3****31*2,11
*=*1****(=*)*2**(*1)*1**12,14
*=*1(=*)**=**1,7
*=*1*=**23*4**(=*)*(=*)*4***2*13,16
*1**2***=****3**3**(*1)*2,16
*=*1**2*=**=**2=*2*=**=**12,15
*=*********(=*)****=*,16
*=*1**2*1****1:*:*:*:*:12,13
*1***23**4****4(**2*1)*3,14
**(*)**(**(*)*)*(*)=*,12
*=*1**2***1*(=*)*2=*,11
*********=***,12
****(***)**(*)*,11
****(=*)****(=*)**,12
**(*)(=*)=**=*,7
*:*:*:*****1*****1,13
*=*1*=**(=*)*2=*1*1*****1*2=*,16
*=*1***2:*:*:*3:*:*:*:*:*:3:*:2*1,15
**(***=*)**(*)(*)*,11
*=*1**2***3:*:*:*:*:*:3*21,13
*****(=*)(**)****,12
*=*1***2***3:*:*:*:*:*:3*2*1,15
**1=****1*:*:*:*:*,11
*=*1***2*=****2*1,11
***=**=*(*)***(=*)*=*,13
*1**2****3****(*1)*23,13
***(**=*)*(=*)***(*)=*,13
******=*1*(=*)**2:*:*:*:*:*:21,16
*1**2***3:*:*:*:*4:*:3*2*(*1)*4,15
*1*=***2*=***12,9
***(*)***=**=**,11
*1*=**2**1*1:*:*3:*:*:*:*:*:3:*:1*2,16
*=*1**2**=****=***2=*1,14
*=*1**2=*(***2)*=*1,10
*=*1***2**3*****3**2*1,15
**(**(*)=*)**(*)(*)=*,11
*1**=****=***2***(*1)*2,15
***(*)(*)*=*,7
*.****=**=*,8
*=*1**2**2*=*1,8
**(**(*)=*)*(=*)**(*)(*)*,13
*****1:*:*:*:*:1,9
*****(=*)*(***)*(*)*,13
*=*1:*:*:*2:*3:*(:*:*:*:2:*:1)*****3,16
*1***23*(*1)***2**1:*:*:*:*:*:13,16
**********(***)***,16
*=*1**2:*:*:*:*:*:2*2:*:*:*:*:*:21,15
*1**2***1*1=*2*2:*:*:*:*:*:2**1,16
**=*1**=*1,6
*1**2**2*1,6
**(*)(*)=*,5
**(*)**(*)=**(*)*,10
*.***,4
*=*1***2:*1:*:*:*1:*:2*(=*)*=**1,15
*1***2(**1)***1****2*1,14
*=*1**2=**3*****3**2=*1,14
*****=*1*=**2:*:*:*:*:*:21,14
*=*1**2****3*(**(=*)*3=*)*2=*1,16
**(*)(*)**(=*)*******(=*)=*,16
**(*)**(**=*)*(=*)*(*)*,13
**(=*)*******=*,11
*1***23**2****3*1,11
*1*=**2*3***2*1*3,10
*=*1**2**(*2)*1=*,9
**(***#*)*(*)=*,9
*=*1**2*=**3(**3)*2*1,11
*1*=**2=**3:*:*:*:*:*:3*=*(*2)*=*1,16
*=*1***2**=**21,9
*=*1**********(=*)**1,15
*1**2:*:*3:*:*:*:*:*:3:*:2*1,12
*=*1*=**2****21,9
*1*=**=*2*=**3:*:*:*:*:*:3*12,14
*=*1**=*2*1***1:*:*:*:*:*:12,14
*=*1**2*3***(***2=*1)*=*3,14
*1***2=*3*=**=**3*=*2*1,13
*1**2:*:*3:*4:*(:*:*:*:*:4:*:2*1)**=*3,16
*=*1**2**3*4**(*2*1)*3*=*4,14
*=*1******=***1,11
*1***2(**1)*=***1**12,12
*1***2*=**=***2*1,11
*****(=*)*****(=*)***#*,16
****1=**(=*)*2:*:*:*:*:*:2*1=*,15
*=*1**2***=****21,11
*.******1:*:*:*:*:*:1,12
*#**(*#*)=*1*=***2:*:*:*:*:*:21,15
*******(**)**,11
**(=*)*=*(*=**=*)*(*)(*)*,13
**(*)=*(*)***=*,9
*=*1**2:*(:*:*:*3:*:2*(=*)***3)*1=*,16
*=*1(=*)**2(*=*1)*1**3**(*1)**2*3,16
*=*1*****2**(=*)**2**1,14
****(=*)*(=*)**(=*)*=*,12
*1***2(**1)**2,8
*=*1****1,6
*****(=*)*(*)**(=*)*(*)*,14
***(=*)*****(=*)*(*)**(*)=*,16
*=*1*=*2***=**23****1*3=*,15
*=*1**(=*)*2=**=**12,10
*=*1*****(=*)*1=*,10
*=*1***(=*)*2*1*1*=**2*12**2,15
*=*1*****=***2***=*2*=*1,16
*=*1***2*(=***3:*:*:*:*:*:32)*1,15
*=*1**23**4*****4*2***1*3,16
*=*1****2:*:*:*3:*(:*:21)***=*3,15
**(*)=**#*,6
*=*1***2***3(***3)*2*1,13
*1***2***=****2*1,12
**(*)(*)*(=*)(=*)**=*,10
****(=*)*(*)*(*)*(=*)***,14
****(=*)*=**(*)=*,10
******=*1****1,11
*=*1:*:*(=*):*2:*3:*(:*:*:2:*:1)***3,14
*=*1**2=*(*1)*1:*:*:*:*:*:1*(=*)*2=*,16
**(**(*)=*)*(=*)*(*)(*)*(*)=*,14
*=*1**2*=***3***(=*)*3**2=*1,16
*=*1(=*)**2**=**2*1,10
**(**(=*)***(=*)=*)*=*,12
*=*1**2***1*=*2,9
**1(*)*******1,10
*1****2(**1)**=**2,11
*=*1*=**2***3*(**(=*)*3=*)*2=*1,16
*=*1***2*=**=**21,10
*****1**=**1=*,10
**(**(=*)**(*)(*)*)*(*)=*,13
*=*1*2:*:*:*:*:*:2**2:*:*:*:*:*:21,15
*=*1=*****1,7
**(*)*(**(*)=*)*(*)=*,11
***********(=*)***=*,16
*=*1*2*****2**12****2,14
*:*:*:*:*:*:*1:*:*:*:*:*:1:*,13
*****=**=*,8
*1*2**3**(**4:*:*:*:*:*:43)*12,14
***(*(*)*)*(=*)=*,9
*=*1***2**3****(*3)*21,13
*******(=*)*(****)**=*,16
*1****2****2***1,12
*=*1***2=**3:*:*:*:*:*:3**2*1,15
*1**2***1*=*2,8
*=*1******(=*)*=*1,11
*=*1*=**2:*(:*:*3:*:2**2**23)*1=*,15
*=*1**2***1*2=*,9
*1**2**=**3**1**23,11
*1*=***2:*:*3:*:*:*:*:*:3:*:*:21,14
***(=*)**:*:*:*:*,10
*=*1***2(*****2)**1,12
*=*1:*:*:*:*2:*:1:*:*:*1:*:*:*(=*):*:1:2,15
*=*1******(=*)**1,11
***(=*)**(*)*(=*)**(*)*,13
*=*1:*:*:*2:*:*3:*:*:*:*:*:3:*:2:*:1=*,15
***(=*)**********#*,15
*=*1****12**1*****1=*2,14
****(**=*)*=*,9
*=*1:*(=*):*2:*:*:*:*3:*:*:*:*:1:*:3:2,14
*1**2***=***=**=**(*1)*2,15
*=*1:*:*:*:*2:*3:*(:*:*:*:1:2)***3,14
*****=****,9
*=*1****2***3:*:*:*:*(:*:32)**1,16
***=*(*)=*,6
*=*1***2*=**=*21,9
*=*(**1*****1)*1:*:*:*:*:*:1,15
*=*1**2(*1)*=*2,7
**(*)****(*)=*,9
*=*1**2:*:*3:*(:*:2*=*1)***3,13
*1**2**3(***4**3*4)**2*1,14
*=*1**2**(*1)*=*2,9
*=*1*2**=***2**2:*:*:*:*:*:21,15
*1**2:*:*3:*:*:*:*:*:3:*:2*=*1,13
*1**2**3*4***4=****3(*1)*2,15
*=*1**2**3=**(=*)**3**2*=*1,15
*1***2******(**1)**2,14
***(*=*)*(*)(*)*,9
****(**(=*)**)*(*)=*,12
****(=*)*(**(*)=*)*(*)*,13
*=*1**2*3***(**3)*2*=*1,13
***(*)****(*)****(*)*,15
****(*=*)*(*)=*,9
*****(=*)(***)***,12
***(*)***#*,8
*=*1:*:*:*:*2:*:1********2,15
*=*1:*:*:*:*2:*:1*1****(*1)*2,14
*=*1**1,4
***1**2***1*1***21,12
*=*1**=***12****2,11
*=*1*2*****2*(=*)*2*****21,16
*1**2***3**=**(=*1)*23,12
***(*)*(=*)**(=*)(=*)*(*)(*)*,14
*1***=****=**1,10
******(=*)***(**=*)*(*)=*,16
*1**2**3***4(*1)*1**1***24*3,16
*=*(=*)**1***=*1,9
*1***2=**=*3:*:*:*4:*:3*2*(*1)*=4,15
**(**(=*)****(*)=*)*(*)=*,14
***(**)****(**)**,13
*=*1**(=*)*2*1*1***2*1=*,13
*:*:*:*:****1:*:*:*:*:1,12
*1***2=**=****2*1,11
*=*1**2**1**1:*:*3:*(:*:*:12)***3,16
*=*1**=**12**1***=**1*2,14
***(=*)***(=*)*****(*)(=*)=*,16
*=***1:*:*:*:*:*:1*(:*):*,12
******(:***):*:*,11
*=*1**2***=****=**(=*)*2*1,16
*=*1*=*2****3**32*2****21,15
*=*1**(=*)*2(*1)**(=*)*=**2=*,14
**(*)*(=*)***(=*)*(*)**=*,14
****1****2:*:*:*:*:*:21,13
*=*1***2:*1:*:*1:*:*:*:*:2:1,12
**(*)(**(=*)=*)*=*,9
*1**2***3*(*=*4*=****34)*2*1,16
*************(*)*,15
*************(=*)=*,15
*1**2*=**3****23*1,11
*1**2:*:*3:*:*4:*:*:*:*:*:4:*3:*:*:2*1,16
*=*********=*,11
**(*)**(=*)*(=*)*#*,10
*=*1*2*****2*(=*)*2:*:*:*:*:*:21,16
*1**2**1**1:*:*:*:*:*:1*2,13
*=*1**2**=*3*(=*)*=**3=**2=*1,15
*=*1:*:*2:*:*:*:*:*:2:*2:*:1*****2,16
*=*1**2*1*=*1*2***2:*:*:*:*:*:21,16
***(*)*(=*)***(=*)=*,11
*=*(**(=*)=*)**(=*)=*,10
***(=*)**=*1****1,11
*1***2**2***2**2*1,12
*1**2*3:*:*:*:*:*:3*1*1:*:*:*:*:*:12,16
*=*1**(=*)*2:*(:*:*:*:*:*:2=*)*1,14
*1**(=*2*=**=*2)*=*1,10
*=*1**2**3=***=**3=**2=*1,14
********(=*)**(*)=*,13
****(**(=*)***=*)*(*)=*,14
*1**2****3**4***23*(*1)*4,15
*1**=*2*(*1)***1:*:*:*:*:12,13
*=*1*****=*****(=*)**1,15
*=*1:*:*:*:*2:*(:*:1)***1:*:*:*:*:*:12,16
*=*1**=**1=*1*****1,12
***(**=*)*(=*)**(*=*)*(*)(*)*,16
*1*2**3*1**1***2*13,11
*=*1*******(=*)****1,14
*****(**(*)(*)=*)*(*)=*,13
*****(=*)***,9
*=*1***2*(*1)*(=*)*1:*:*:*:*:*:12,15
**(=*)***(=*)**#*,10
**=***(=*)*(*)=*,9
**(*(*)*(*)=*)*(*)=*,10
*=*1****12****1*****12,15
*=*1*=*2*(*1=*)*1:*:*:*:*:*:1*2=*,15
*1**2**3*4**(*2*1)*3*=*4,13
**(*)(*)**=*,7
*=*1****2*3*****3**=*21,15
*1**2(*1)***1:*:*:*:*:*:12,12
*=*1**2**3**3***3**3**2*1,16
*=*1***2***(=*)**2**1,13
*1**2***1*1:*:*3:*:*:*:*:*:3:*:*:12,16
***(=*)(=*)***(=*)**(*)(*)*,14
*1**2***3****4=***(*1)*2*34,16
*1**2:*:*3:*(:*:*:2*1)*=****3,14
****(=*)******(*)*,13
**(=*)**(**(*)=*)**(=*)*=*,14
*=*1**2=**3*(****3=*)***2=*1,16
*1***2(*1)****2,9
*1***2(**1)**=*1*=**=**12,14
*1**=**2(*1)****1:*:*:*:*:*:12,15
*=*1**2***=*****1*2,13
**=**1:*:*:*:*:1,8
**(*)(*)*(*)(*)*=*,9
*=*1***2=*(**3****2*3)*1,14
***(*(*)*(=*)****(*)=*)*(*)=*,16
*1**2:*:*:*:*:*:2*2**12,11
*=*1:*:*:*:*2:*:*:*3:*(:*:1:2)****3,15
*****1:*:*:*(:*):*(:*):*:1,12
*1**2**1***1*=**=**21,13
*=*1**(=*)*2*3***(**3)*21,13
**(=*)***:*,7
*=*1*2****3*=***(*32)*(=*)*1=*,16
***(**)**=*,8
*=*1*2**2**2:*1:*:*:*:*:2=*,13
*=*1*****23***(**2)*13,13
*1**2*=**3***3*2*1,11
*=***:*,5
**(*(*)=*)*(*)(*)*,9
*=*1**=******=**2****21,16
**(***=*)*(*)(*)**(*)(*)=*,14
*1**2=***3:*:*:*:*:*:3**2=*1,14
*=*1***2**(=*)*2*1,10
*=*1**23****(**2=*1)*3,12
*1**2*(*1)*1***2*2**12,12
***(=*)**=*1**2:*:*:*:*:*:2*1=*,16
*1**2**3***3*=*2*1,11
******(*)(**)**,11
*****(=*)*(**(*)=*)*(*)*,14
*=*1**2***=****2*1,12
*=*1**=*2*(*1)*1:*:*:*:*:*:1*2=*,15
*=*1*=**2:*:*:*3:*(:*:2*1=*)***=*3,16
*=*1**2**(=*3****3)**21,13
*=*1******(=*)*2:*:*:*:*:*:2*1,16
*1***2**3:*:*:*:*:*:3*2=**1,14
*=*1****2:*:*3:*(:*:*:2**1)***3,16
*****(=*)**(**(*)=*)**(*)=*,16
*=*1*=**2**=*****=***21,15
*****(**=*)*(=*)*(=*)**,14
*1*=**2:*:*3:*:*:*:*3:*:*:21,12
********(=*)******=*,16
*=*1*2:*:*:*:*:*:2***2:*:*:*:*:*:21,16
***(=*)**(*)=*,8
*=*1***2*3****(*3)*21,12
*=*1***2:*:*(=*):*:*:21,10
*1**2*=**(*1)*1*=***21,12
*=*1**2****3**23*2****=*21,16
*=*1:*:*:*(=*):*2:*:1***2,11
*=*1***2**=**3****3=**21,15
*=*1***2**=**(=*)*2*1,12
*=*1**2***=**(*2)*1,11
**(=*)*=**(=*)*(*)=*,10
*=*1***23**(**12)*=*3,11
*=*1:*(:*:*:*):*:*:*2:*:*:*:*:*:1:2,14
*=*1**2*****1*2,10
*=*1***2(******2)*1,12
**(=*)****(=*)=*,9
*=*1**2****2=**12**2,12
*****(=*)***(=*)*(*)***,15
**(=*)*****(**(=*)=*)*=*,14
*=*1***2(***(=*)*=*2)*1,12
*1***2(*1)**1:*:*:*:*:1*=*2,13
*=*1**23***(*2)*=**3=*1,12
*=*1****2:*(=*):*:*3:*:*:*:*(:*:2:3)*1,16
*=*1*=*2***3**32*2:*:*:*:*:21,14
*=*1**(=*)*23*=***2*=**=*13,14
*1**2*3**4**2(**4*3)*=*1,13
***(=*)*(*)**(=*)****=*,14
***(*)(*)**(*)=*,9
*=*1*2***3(****13)*(=*)*2,13
*=*1*****2:*:*:*:*:21,11
*=*1****(=*)****(=*)***1,15
*=*1**2**3:*:*:*(:*:3)*****1=*2,16
**(*)*#*,5
*=*1**2:*:*:*3:*:*:*:*:*:3:*:2*=*1,15
*=*1*=**2(**=**3:*:*:*:*:*:32)*=*1,16
*=*1:*:*2:*(:*3:*:1****3)****2,15
****(*)*****=*,11
******=*1*2**3**(*2)**1*3,16
*=*1**2****3***1*32,12
**=*1**2:*:*:*:*:*:2*1=*,12
**=*(*)****(*)=**,11
*=*1(=*)***2*=**=**2=*1,12
*=*1**2***3(**3)**2*1,12
*=*1***2*3****2*31,11
*****:*:*,7
*=**(=*)**:*:*:*:*,10
*.*=*(:*):*1:*(:*):*:*2:*:*:*:*:*:2:1,14
*1=**2*=**=**2*=*1,10
*1*2*3**1*1(***4:*:*:*:*:*:4*1)*23,16
*=*1**2*=***2=**1=*,11
*=*1***2***=*3*(=*)***23*1,15
*:*1:******1,8
*=*1***2:*:*:*:*:*:2*1=*,12
*1:*:*:*:*:1,5
*1*2:*:*:*:*:*:2**2:*:*:*:*:*:21,14
***(=*)**(*)(*)*,9
***(*)***(*)(*)*,10
*=*1**=****2:*:*:*:*:21,12
*:*:*:*:*:*:*1:****1,11
*=*1**2****23****1*3,13
*=*1**(=*)*2*3****3**21,13
*=*1****2=*1*1(***1)*=**2,14
*=*1**2***3***(=*)*3=**2*1,15
*=*1*2***3***2**31,11
*1*2:*:*:*:*:*:2*2:*:*:*:*:*:21,13
*=*1***2:*:*3:*:*:*:*:3:*(=*):*:2*1,15
**(=*)***(*)(*)*(*)=*,11
*******(*)*=*,10
*=*1**2**3*(**=**3=*)**2=*1,15
*=*1**2*(=*)*(=*)*3:*:*:*:*:*:3*2=*1,16
*=*1:*:*(=*):*2:*:1****2,11
**=**(*)*=**,8
**(*)*(=*)**(*)(***(*)=*)*(*)=*,16
***1:*:*:*:*:*:1*****=*,14
*****(*)*=*(*)*(*)=*,12
*=*1*=*2*****=*12,10
*=*1***2*3*****3***21,14
*=*1*=**(=*)*2=*1****2(=*)=*,14
**(=*)**(*)(*)*(*)=*,10
*=*1**(=*)*2:*1:*:*1:*:*:*:*:2:1,13
*=*1*=**2(****3:*:*:*:*:*:32)*=*1,16
*=*1****2=*1*=***2,11
*****(=*)**(=*)****,13
**(*)*(=*)**(***(*)=*)*(*)=*,15
*1***(**2:*:*:*:*:*:2)*1,12
*=*1***2**3:*:*:*:*:3**21,13
**(=*)*(*)(*)*(*)=*,9
*=*1*=*2****23****1*3,13
*1****2:*:*:*:*:*:2***1,13
***********(*)(*)*,14
*1*2**1*1:*:*3:*:*:*:*:*:3:*:*:1*2,15
****(=*)***(*)=*,10
**(**(=*)*(*)**=*)*=*,12
*=*1**=*2***34***=*3***12*4,16
*=*1**2**(=*)*(=*)*2**2*=***21,16
*=*1****2=*1***1***3**132,15
********(*)(*)*(*)=*,13
******(**)***(*)=*,13
*=*1**=*2*1*=**1:*:*:*:*:*:12,14
**(*)*(*)*(=*)***(=*)*=*,13
*=*1***=***2**(=*)*(=*)*2**1,16
*=*1***2=**(=*)***2*=**1,14
*=***1:*:*:*:*:*:1**:*:*:*,14
*1***23****2(*1)***=*3,13
*=*1**=**2***=*21,10
**(=*)*=***=*,8
********(*)***,12
*=*1**2*****23**13,11
******(*)****,11
*=*1*****=***(=*)***1,14
**=*1**2***1**2,10
***(*)*(=*)*****=*,12
*1*=**=*2*1=**1:*:*:*:*:*:12,13
*1***2(*1)****1**12,11
*=*1(=*)***2*(=*1)**1=*2****1,15
*1*=**2:*:*:*:*:2*2:*:*:*:*:21,13
*=*1**2***3***(=*)*(=*)*3*2*1,16
******=****(*)=*,12
*1***2(*1)**=**=*2,10
*=*1**2:*:*:*:*:2*1,9
*=*1:*2:*(:*:*3:*:*:*:*:*:1:3)*=***2,15
*=*1**2**3:*:*:*:*:*:3**2*=*1,15
*=*1*2*****1***2,11
***(**)***(*)*(*)=*,12
**=*(***(*)(*)*)*(*)=*,12
*=*1**2*3****2*31,10
*=*1****2*1*=*1*****21,14
*=*1**=***=*****2**2*=*1,16
*****(*)*(=*)****,12
*=*1:*:*(=*):*2:*:1*1*=**2*2****21,16
**=*1*=**(=*)*=*1,9
***(=*)****(**(*)=*)*(*)=*,15
*=*1**2:*:*:*:*:*:2*1=*,11
*=*1*=***2***=**21,11
*=*1:*:*:*:*:*:*:1,8
**=*1***2**1*2,9
**(=*)**(=*)*(*)(*)*,10
*=*1**(=*)(=*)*2:*:*:*:*:21,11
*=*1**2:*:*:*:*:*:2*2(*1)**(=*)*=*2,16
*=*1*2*****1*1**2*2***1*2,16
*=*1*2******2=**2:*:*:*:*:*:21,16
*****(*(*)*)*(*)*,11
*=*1:*:*2:*:*:*3:*:2:*2:*(:*:*:*:*:1:2)**3,16
*=*1(=*)****2:*:*:*:*:21,11
*=*1***2**1****=*2,12
*1**23**4**2(*1)**4*3,11
*=*1**2***=**2=**1=*,12
*1**2**3****3**2*1,12
**(*)*(=*)*****(=*)*(*)*,14
**(*)*(=*)**=*,8
*=*1:*:*:*2:*:*:*:*:*:1:2,10
*=*1***=****2**2*1,12
**(*)*(*)(*)*(**=*)*(*)(*)*(*)*,16
*=*1***2*(*1)**(=*)*2=*,12
*=*1*2=*(*=***2)*2:*:*:*:*:*:21,14
***(**=*)*(=*)*(*)*(*)*(*)=*,15
*=*1**2**1*1***3***2*31,14
*=*1***2***(=*)*2*1,11
*=*1**2:*:*:*:*:*:2*2*1***2=*,15
*=*1**=***2:*:*:*:*:*:21,12
*=*1*=**(=*)*2*3**4**4*3**21,15
*1***2*(*1)**=*1***3****321,16
*=*1**2****23****2***1*23,16
*=*1**2***3*=**(=*)*=*3*2*=*1,16
*=*1*********(=*)**1,14
*1**2:*:*3:*(:*:2*1)*=***1:*:*:*:*:13,16
*1***2(**1)****1(****1)*2,15
*=*1*2****=*2**2:*:*:*:*:*:21,15
*=*1*(=*)*2:*:*:*:*:*:2*2:*:*:*:*:*:21,16
*1**2**3(*1)****3*=*2,12
*=*1****2*=**(=*)*2*1,12
*=*1:*:*:*2:*(:*:1)***1****12,14
**(*=*)=**(=*)*=*,9
**(=*)******#*,10
*1**2***3***=*(*1)*23,12
**(**(*)(*)*)*(*)=*,10
*1***2(*1)*1*3**4*5*3**1*5*42,15
*=*1***2*3***4**4*3*=***21,16
*=*1:*:*:*2:*:*3:*:*:*:*:*:3:*:*:12,14
*=*1**2***3**=***3*2*1,14
**=*(***=*)*:*:*:*:*,12
*1***2:*:*3:*:*:*:*:*:3:*:*:2**1,15
*=*1**2:*:*:*:*3:*:*:*(:*:2:3)*=*1,14
*=*1***2*3****3***2=*1,14
***(*)*(*)*(*)**,10
*=*1*=**(=*)*2=*1*=**1*****12,16
*****=**(=*)=*,9
*=*1*2****2*12**=**2,12
*=*1*=**2*3*****3***2*1=*,16
*1**=*2*=**=**2*1,10
*=*1***2*(*1)**(=*)*1=*****21,16
*=*1:*:*2:*(:*3:*:1***3)***2,13
*=*1**=***1=*,8
*=*1**2***3=****=*3*2*1,14
*=*1***2:*(=*):*:*:*3:*:*:*:*1:*:2:3,15
**1****=*1,7
*=*1***=**=*1,8
*=**:*:*:*:*:*:*:*,10
*=*1**2*1*=*1*2***2:*:*:*:*:21,15
*=*1**2(******2)*=*1,12
***(=*)*(*)**(*)=*,10
***(=*)***(*)(=*)***(*)=*,14
*=*1**2:*:*:*:*:2*2(**2)*1,12
*=*1*2**=***2*2**21,11
****1:*:*:*:*2:*:1***2,12
*=*1****2:*:*(=*):*:*:21,11
***(**)****(=*)**,12
*=*1:*:*:*2:*:*:*3:*:*:*:*:*:3:*:2:*:1,15
*=*1**2***3****=*3*=*2*1,15
*1**2**3:*:*:*:*:*:3**2*=*1,14
*=*1*2**2*2**21,8
*1*=**2**1*1:*:*3:*:*:*:*:3:*:*:1*2,16
****(=*)***(=*)*****(*)*,16
*=*1**2*(***=*3*2***3=*)*1=*,16
*=*1**2**3****3*=*2*=*1,14
*=*1*2**(**=*2)**2****21,14
*=*1*****=****#**1,13
